"ref","date","variable","value_mean","n_obs","range","range_prop","check"
"k-m+_c1_1.16","2022-11-09","body",1.520507246,1,0,0,FALSE
"k-m+_c1_1.16","2022-11-09","spine",0.4611317676,1,0,0,FALSE
"k-m+_c1_1.18","2022-11-09","body",1.4136675816,1,0,0,FALSE
"k-m+_c1_1.18","2022-11-09","spine",0.4566950226,1,0,0,FALSE
"k-m+_c1_1.2","2022-11-03","body",1.149580505,1,0,0,FALSE
"k-m+_c1_1.2","2022-11-03","spine",0.4518317862,1,0,0,FALSE
"k-m+_c1_1.2","2022-11-09","body",1.4048067154,1,0,0,FALSE
"k-m+_c1_1.2","2022-11-09","spine",0.494650141,1,0,0,FALSE
"k-m+_c1_1.4","2022-11-03","body",0.9613769698,1,0,0,FALSE
"k-m+_c1_1.4","2022-11-03","spine",0.2707842438,1,0,0,FALSE
"k-m+_c1_1.4","2022-11-09","body",1.3587162564,1,0,0,FALSE
"k-m+_c1_1.4","2022-11-09","spine",0.4367706276,1,0,0,FALSE
"k-m+_c1_1.5","2022-11-03","body",1.1652340678,1,0,0,FALSE
"k-m+_c1_1.5","2022-11-03","spine",0.1008799608,1,0,0,FALSE
"k-m+_c1_1.5","2022-11-09","body",1.47071207,1,0,0,FALSE
"k-m+_c1_1.5","2022-11-09","spine",0.153914348,1,0,0,FALSE
"k-m+_c1_1.6","2022-11-03","body",1.0541049022,1,0,0,FALSE
"k-m+_c1_1.6","2022-11-03","spine",0.4065277366,1,0,0,FALSE
"k-m+_c1_1.7","2022-11-03","body",0.9752779326,1,0,0,FALSE
"k-m+_c1_1.7","2022-11-03","spine",0.4182666514,1,0,0,FALSE
"k-m+_c1_1.7","2022-11-09","body",1.277404354,1,0,0,FALSE
"k-m+_c1_1.7","2022-11-09","spine",0.4715793718,1,0,0,FALSE
"k-m+_c1_1.8","2022-11-03","body",1.1103221888,1,0,0,FALSE
"k-m+_c1_1.8","2022-11-03","spine",0.34591244,1,0,0,FALSE
"k-m+_c1_2.1","2022-11-07","body",1.2611024816,1,0,0,FALSE
"k-m+_c1_2.1","2022-11-07","spine",0.4515564248,1,0,0,FALSE
"k-m+_c1_2.3","2022-11-07","body",0.9268866908,1,0,0,FALSE
"k-m+_c1_2.3","2022-11-07","spine",0.3228032406,1,0,0,FALSE
"k-m+_c1_2.5","2022-11-07","body",1.147954143,1,0,0,FALSE
"k-m+_c1_2.5","2022-11-07","spine",0.4178575082,1,0,0,FALSE
"k-m+_c1_2.6","2022-11-07","body",1.0011474008,1,0,0,FALSE
"k-m+_c1_2.6","2022-11-07","spine",0.3723610028,1,0,0,FALSE
"k-m+_c1_2.8","2022-11-07","body",1.0672039362,1,0,0,FALSE
"k-m+_c1_2.8","2022-11-07","spine",0.1030317218,1,0,0,FALSE
"k-m+_c1_4.1","2022-12-06","body",0.8892629535,2,0.00241170459999995,0.00271202639276477,FALSE
"k-m+_c1_4.1","2022-12-06","spine",0.3250217401,2,0.0035098482,0.0107988105623954,TRUE
"k-m+_c1_4.3","2022-12-06","body",1.0033391795,2,0.00110233460000009,0.0010986659571586,FALSE
"k-m+_c1_4.3","2022-12-06","spine",0.3693908665,2,0.00926757099999997,0.0250887930386876,TRUE
"k-m+_c1_4.3","2022-12-13","body",1.2119207156,1,0,0,FALSE
"k-m+_c1_4.3","2022-12-13","spine",0.3332497526,1,0,0,FALSE
"k-m+_c1_4.4","2022-12-13","body",1.31690999,1,0,0,FALSE
"k-m+_c1_4.4","2022-12-13","spine",0.3557532636,1,0,0,FALSE
"k-m+_c1_4.5","2022-12-06","body",0.9314573446,2,0.00178333400000008,0.0019145632490191,FALSE
"k-m+_c1_4.5","2022-12-06","spine",0.4032693738,2,0.00160086040000001,0.0039697048772019,FALSE
"k-m+_c1_4.5","2022-12-13","body",1.2326844028,1,0,0,FALSE
"k-m+_c1_4.5","2022-12-13","spine",0.4375832244,1,0,0,FALSE
"k-m+_c1_6.1","2022-12-12","body",1.1101128674,1,0,0,FALSE
"k-m+_c1_6.1","2022-12-12","spine",0.3608244244,1,0,0,FALSE
"k-m+_c1_6.1","2022-12-19","body",1.4210498376,1,0,0,FALSE
"k-m+_c1_6.1","2022-12-19","spine",0.2947565352,1,0,0,FALSE
"k-m+_c1_6.2","2022-12-12","body",1.0186274776,1,0,0,FALSE
"k-m+_c1_6.2","2022-12-12","spine",0.3105898538,1,0,0,FALSE
"k-m+_c1_6.2","2022-12-19","body",1.412518257,1,0,0,FALSE
"k-m+_c1_6.2","2022-12-19","spine",0.3142635828,1,0,0,FALSE
"k-m+_c1_6.3","2022-12-12","body",0.970940273,1,0,0,FALSE
"k-m+_c1_6.3","2022-12-12","spine",0.0141104874,1,0,0,FALSE
"k-m+_c1_6.3","2022-12-19","body",1.3076086116,1,0,0,FALSE
"k-m+_c1_6.3","2022-12-19","spine",0.0116679472,1,0,0,FALSE
"k-m+_c1_6.4","2022-12-12","body",0.906460214,1,0,0,FALSE
"k-m+_c1_6.4","2022-12-12","spine",0.3251874116,1,0,0,FALSE
"k-m+_c1_6.4","2022-12-19","body",1.371623114,1,0,0,FALSE
"k-m+_c1_6.4","2022-12-19","spine",0.3814530344,1,0,0,FALSE
"k-m+_m37_1.2","2022-11-03","body",1.2217299162,1,0,0,FALSE
"k-m+_m37_1.2","2022-11-03","spine",0.36491037,1,0,0,FALSE
"k-m+_m37_1.2","2022-11-09","body",1.3967206,1,0,0,FALSE
"k-m+_m37_1.2","2022-11-09","spine",0.3446500092,1,0,0,FALSE
"k-m+_m37_1.3","2022-11-03","body",1.0720059586,1,0,0,FALSE
"k-m+_m37_1.3","2022-11-03","spine",0.0442860176,1,0,0,FALSE
"k-m+_m37_1.3","2022-11-09","body",1.1068472402,1,0,0,FALSE
"k-m+_m37_1.3","2022-11-09","spine",0.076570332,1,0,0,FALSE
"k-m+_m37_2.1","2022-11-07","body",1.0381044516,1,0,0,FALSE
"k-m+_m37_2.1","2022-11-07","spine",0.363355509,1,0,0,FALSE
"k-m+_m37_2.3","2022-11-07","body",0.7786489634,1,0,0,FALSE
"k-m+_m37_2.3","2022-11-07","spine",0.3325462996,1,0,0,FALSE
"k-m+_m37_2.4","2022-11-07","body",0.8554412914,1,0,0,FALSE
"k-m+_m37_2.4","2022-11-07","spine",0.2981773564,1,0,0,FALSE
"k-m+_m37_2.5","2022-11-07","body",1.2948568972,1,0,0,FALSE
"k-m+_m37_2.5","2022-11-07","spine",0.3854168568,1,0,0,FALSE
"k-m+_m37_2.6","2022-11-07","body",0.8765634742,1,0,0,FALSE
"k-m+_m37_2.6","2022-11-07","spine",0.0920726886,1,0,0,FALSE
"k-m+_m37_2.7","2022-11-07","body",1.1089381428,1,0,0,FALSE
"k-m+_m37_2.7","2022-11-07","spine",0.4139768708,1,0,0,FALSE
"k-m+_m37_2.8","2022-11-07","body",1.0718885852,1,0,0,FALSE
"k-m+_m37_2.8","2022-11-07","spine",0.3163173506,1,0,0,FALSE
"k-m+_m37_5.1","2022-12-11","body",1.211871846,1,0,0,FALSE
"k-m+_m37_5.1","2022-12-11","spine",0.439172985,1,0,0,FALSE
"k-m+_m37_5.1","2022-12-18","body",1.4466871498,1,0,0,FALSE
"k-m+_m37_5.1","2022-12-18","spine",0.3964014678,1,0,0,FALSE
"k-m+_m37_5.2","2022-12-11","body",1.1509102458,1,0,0,FALSE
"k-m+_m37_5.2","2022-12-11","spine",0.4259877688,1,0,0,FALSE
"k-m+_m37_5.2","2022-12-18","body",1.4550624696,1,0,0,FALSE
"k-m+_m37_5.2","2022-12-18","spine",0.378464191,1,0,0,FALSE
"k-m+_m37_5.3","2022-12-11","body",1.2443812552,1,0,0,FALSE
"k-m+_m37_5.3","2022-12-11","spine",0.4677629202,1,0,0,FALSE
"k-m+_m37_5.3","2022-12-18","body",1.4608448812,1,0,0,FALSE
"k-m+_m37_5.3","2022-12-18","spine",0.4558298986,1,0,0,FALSE
"k-m+_m37_5.4","2022-12-11","body",1.190841281,1,0,0,FALSE
"k-m+_m37_5.4","2022-12-11","spine",0.4153407746,1,0,0,FALSE
"k-m+_m37_5.4","2022-12-18","body",1.4409648854,1,0,0,FALSE
"k-m+_m37_5.4","2022-12-18","spine",0.3389947754,1,0,0,FALSE
"k-m+_m37_6.1","2022-12-12","body",1.120275509,1,0,0,FALSE
"k-m+_m37_6.1","2022-12-12","spine",0.383604897,1,0,0,FALSE
"k-m+_m37_6.1","2022-12-19","body",1.4434896454,1,0,0,FALSE
"k-m+_m37_6.1","2022-12-19","spine",0.3730670466,1,0,0,FALSE
"k-m+_m37_6.2","2022-12-12","body",0.9230033102,1,0,0,FALSE
"k-m+_m37_6.2","2022-12-12","spine",0.3266438984,1,0,0,FALSE
"k-m+_m37_6.2","2022-12-19","body",1.3295652098,1,0,0,FALSE
"k-m+_m37_6.2","2022-12-19","spine",0.35490277,1,0,0,FALSE
"k-m+_w2_1.1","2022-11-03","body",0.8868073196,1,0,0,FALSE
"k-m+_w2_1.1","2022-11-03","spine",0.3346865036,1,0,0,FALSE
"k-m+_w2_1.1","2022-11-09","body",1.3883273986,1,0,0,FALSE
"k-m+_w2_1.1","2022-11-09","spine",0.3938118362,1,0,0,FALSE
"k-m+_w2_1.2","2022-11-03","body",1.0670623566,1,0,0,FALSE
"k-m+_w2_1.2","2022-11-03","spine",0.39686992,1,0,0,FALSE
"k-m+_w2_1.2","2022-11-09","body",1.294496776,1,0,0,FALSE
"k-m+_w2_1.2","2022-11-09","spine",0.3475629066,1,0,0,FALSE
"k-m+_w2_1.3","2022-11-03","body",1.0288321816,1,0,0,FALSE
"k-m+_w2_1.3","2022-11-03","spine",0.2825477712,1,0,0,FALSE
"k-m+_w2_1.3","2022-11-09","body",1.2935009436,1,0,0,FALSE
"k-m+_w2_1.3","2022-11-09","spine",0.3724631362,1,0,0,FALSE
"k-m+_w2_1.4","2022-11-03","body",0.9913703566,1,0,0,FALSE
"k-m+_w2_1.4","2022-11-03","spine",0.3493234822,1,0,0,FALSE
"k-m+_w2_1.4","2022-11-09","body",1.416833717,1,0,0,FALSE
"k-m+_w2_1.4","2022-11-09","spine",0.3809957328,1,0,0,FALSE
"k-m+_w2_1.5","2022-11-03","body",0.7970953832,1,0,0,FALSE
"k-m+_w2_1.5","2022-11-03","spine",0.3034769648,1,0,0,FALSE
"k-m+_w2_1.5","2022-11-09","body",1.21926731,1,0,0,FALSE
"k-m+_w2_1.5","2022-11-09","spine",0.3671009676,1,0,0,FALSE
"k-m+_w2_2.1","2022-11-07","body",1.2282133678,1,0,0,FALSE
"k-m+_w2_2.1","2022-11-07","spine",0.371502051,1,0,0,FALSE
"k-m+_w2_2.2","2022-11-07","body",1.2882128922,1,0,0,FALSE
"k-m+_w2_2.2","2022-11-07","spine",0.2564083264,1,0,0,FALSE
"k-m+_w2_2.3","2022-11-07","body",0.8649838174,1,0,0,FALSE
"k-m+_w2_2.3","2022-11-07","spine",0.2800284214,1,0,0,FALSE
"k-m+_w2_4.1","2022-12-06","body",1.218274805,1,0,0,FALSE
"k-m+_w2_4.1","2022-12-06","spine",0.404439501,1,0,0,FALSE
"k-m+_w2_4.1","2022-12-13","body",1.5033977044,1,0,0,FALSE
"k-m+_w2_4.1","2022-12-13","spine",0.2483602602,1,0,0,FALSE
"k-m+_w2_4.2","2022-12-06","body",1.1463749488,1,0,0,FALSE
"k-m+_w2_4.2","2022-12-06","spine",0.375291096,1,0,0,FALSE
"k-m+_w2_4.2","2022-12-13","body",1.36680702,1,0,0,FALSE
"k-m+_w2_4.2","2022-12-13","spine",0.4385818508,1,0,0,FALSE
"k-m+_w2_4.3","2022-12-06","body",1.1775361514,1,0,0,FALSE
"k-m+_w2_4.3","2022-12-06","spine",0.4243931822,1,0,0,FALSE
"k-m+_w2_4.3","2022-12-13","body",1.3646357772,1,0,0,FALSE
"k-m+_w2_4.3","2022-12-13","spine",0.2696254958,1,0,0,FALSE
"k-m+_w2_5.1","2022-12-11","body",1.308789102,1,0,0,FALSE
"k-m+_w2_5.1","2022-12-11","spine",0.4829562604,1,0,0,FALSE
"k-m+_w2_5.1","2022-12-18","body",1.4340711476,1,0,0,FALSE
"k-m+_w2_5.1","2022-12-18","spine",0.3135274146,1,0,0,FALSE
"k-m+_w2_6.1","2022-12-12","body",0.830192396,1,0,0,FALSE
"k-m+_w2_6.1","2022-12-12","spine",0.2281596656,1,0,0,FALSE
"k-m+_w2_6.1","2022-12-19","body",0.9967012324,1,0,0,FALSE
"k-m+_w2_6.1","2022-12-19","spine",0.2808663928,1,0,0,FALSE
"k-m-_c1_1.10","2022-11-03","body",0.8736664518,1,0,0,FALSE
"k-m-_c1_1.10","2022-11-03","spine",0.4021333334,1,0,0,FALSE
"k-m-_c1_1.2","2022-11-03","body",1.2922186754,1,0,0,FALSE
"k-m-_c1_1.2","2022-11-03","spine",0.4559439954,1,0,0,FALSE
"k-m-_c1_1.2","2022-11-09","body",1.5831841844,1,0,0,FALSE
"k-m-_c1_1.2","2022-11-09","spine",0.5204026422,1,0,0,FALSE
"k-m-_c1_1.3","2022-11-09","body",1.6120886732,1,0,0,FALSE
"k-m-_c1_1.3","2022-11-09","spine",0.5434965,1,0,0,FALSE
"k-m-_c1_1.4","2022-11-03","body",1.0870868022,1,0,0,FALSE
"k-m-_c1_1.4","2022-11-03","spine",0.3757411078,1,0,0,FALSE
"k-m-_c1_1.4","2022-11-09","body",1.4205665518,1,0,0,FALSE
"k-m-_c1_1.4","2022-11-09","spine",0.5123815,1,0,0,FALSE
"k-m-_c1_1.5","2022-11-03","body",1.3726712704,1,0,0,FALSE
"k-m-_c1_1.5","2022-11-03","spine",0.4888255654,1,0,0,FALSE
"k-m-_c1_1.5","2022-11-09","body",1.5691953376,1,0,0,FALSE
"k-m-_c1_1.5","2022-11-09","spine",0.4142047596,1,0,0,FALSE
"k-m-_c1_1.6","2022-11-03","body",1.3617293568,1,0,0,FALSE
"k-m-_c1_1.6","2022-11-09","body",1.562989381,1,0,0,FALSE
"k-m-_c1_1.6","2022-11-09","spine",0.3602142656,1,0,0,FALSE
"k-m-_c1_1.7","2022-11-03","body",1.2870965622,1,0,0,FALSE
"k-m-_c1_1.7","2022-11-03","spine",0.4404322916,1,0,0,FALSE
"k-m-_c1_1.7","2022-11-09","body",1.5767464528,1,0,0,FALSE
"k-m-_c1_1.7","2022-11-09","spine",0.4572582676,1,0,0,FALSE
"k-m-_c1_1.9","2022-11-03","body",1.2290212148,1,0,0,FALSE
"k-m-_c1_1.9","2022-11-03","spine",0.4463052796,1,0,0,FALSE
"k-m-_c1_1.9","2022-11-09","body",1.3199911116,1,0,0,FALSE
"k-m-_c1_1.9","2022-11-09","spine",0.2348741556,1,0,0,FALSE
"k-m-_c1_10","2022-11-09","body",1.2293376734,1,0,0,FALSE
"k-m-_c1_10","2022-11-09","spine",0.4508251334,1,0,0,FALSE
"k-m-_c1_2.1","2022-11-07","body",1.1389242398,1,0,0,FALSE
"k-m-_c1_2.1","2022-11-07","spine",0.4186955304,1,0,0,FALSE
"k-m-_c1_2.10","2022-11-07","body",1.2757166256,1,0,0,FALSE
"k-m-_c1_2.10","2022-11-07","spine",0.4000523622,1,0,0,FALSE
"k-m-_c1_2.5","2022-11-07","body",1.0322060128,1,0,0,FALSE
"k-m-_c1_2.5","2022-11-07","spine",0.345282774,1,0,0,FALSE
"k-m-_c1_2.7","2022-11-07","body",1.1637284828,1,0,0,FALSE
"k-m-_c1_2.7","2022-11-07","spine",0.3722643812,1,0,0,FALSE
"k-m-_c1_2.8","2022-11-07","body",1.2866415974,1,0,0,FALSE
"k-m-_c1_2.8","2022-11-07","spine",0.3936593854,1,0,0,FALSE
"k-m-_c1_4.3","2022-12-06","body",0.8896049264,1,0,0,FALSE
"k-m-_c1_4.3","2022-12-06","spine",0.2814045934,1,0,0,FALSE
"k-m-_c1_4.3","2022-12-13","body",1.21560971,1,0,0,FALSE
"k-m-_c1_4.3","2022-12-13","spine",0.3491845696,1,0,0,FALSE
"k-m-_c1_4.4","2022-12-06","body",0.679346622,1,0,0,FALSE
"k-m-_c1_4.4","2022-12-06","spine",0.2092092336,1,0,0,FALSE
"k-m-_c1_4.4","2022-12-13","body",0.8089857582,1,0,0,FALSE
"k-m-_c1_4.4","2022-12-13","spine",0.201310621,1,0,0,FALSE
"k-m-_c1_5.1","2022-12-11","body",0.9367170242,1,0,0,FALSE
"k-m-_c1_5.1","2022-12-11","spine",0.3616803028,1,0,0,FALSE
"k-m-_c1_5.1","2022-12-18","body",1.2826497842,1,0,0,FALSE
"k-m-_c1_5.1","2022-12-18","spine",0.4222685484,1,0,0,FALSE
"k-m-_c1_5.2","2022-12-11","body",0.7691334884,1,0,0,FALSE
"k-m-_c1_5.2","2022-12-11","spine",0.0323362828,1,0,0,FALSE
"k-m-_c1_6.3","2022-12-12","body",0.9119772718,1,0,0,FALSE
"k-m-_c1_6.3","2022-12-12","spine",0.2529764054,1,0,0,FALSE
"k-m-_c1_6.3","2022-12-19","body",1.2345089102,1,0,0,FALSE
"k-m-_c1_6.3","2022-12-19","spine",0.3540583724,1,0,0,FALSE
"k-m-_m37_1.1","2022-11-03","body",1.2043381298,1,0,0,FALSE
"k-m-_m37_1.1","2022-11-03","spine",0.4399138522,1,0,0,FALSE
"k-m-_m37_1.1","2022-11-09","body",1.3174575124,1,0,0,FALSE
"k-m-_m37_1.1","2022-11-09","spine",0.3674508018,1,0,0,FALSE
"k-m-_m37_1.2","2022-11-03","body",1.2289543112,1,0,0,FALSE
"k-m-_m37_1.2","2022-11-03","spine",0.4548637334,1,0,0,FALSE
"k-m-_m37_1.2","2022-11-09","body",1.3758827448,1,0,0,FALSE
"k-m-_m37_1.2","2022-11-09","spine",0.3882441816,1,0,0,FALSE
"k-m-_m37_1.3","2022-11-03","body",1.150558659,1,0,0,FALSE
"k-m-_m37_1.3","2022-11-03","spine",0.4329320018,1,0,0,FALSE
"k-m-_m37_1.3","2022-11-09","body",1.3562786692,1,0,0,FALSE
"k-m-_m37_1.3","2022-11-09","spine",0.3891211166,1,0,0,FALSE
"k-m-_m37_2.1","2022-11-07","body",0.8682279816,1,0,0,FALSE
"k-m-_m37_2.1","2022-11-07","spine",0.0586910688,1,0,0,FALSE
"k-m-_m37_2.2","2022-11-07","body",1.0079801786,1,0,0,FALSE
"k-m-_m37_2.2","2022-11-07","spine",0.0713435454,1,0,0,FALSE
"k-m-_m37_2.3","2022-11-07","body",0.8095293944,1,0,0,FALSE
"k-m-_m37_2.3","2022-11-07","spine",0.0970469992,1,0,0,FALSE
"k-m-_m37_2.4","2022-11-07","body",1.206984505,1,0,0,FALSE
"k-m-_m37_2.4","2022-11-07","spine",0.4241220372,1,0,0,FALSE
"k-m-_m37_2.5","2022-11-07","body",0.9058885108,1,0,0,FALSE
"k-m-_m37_2.5","2022-11-07","spine",0.3165299486,1,0,0,FALSE
"k-m-_m37_2.6","2022-11-07","body",1.1316112242,1,0,0,FALSE
"k-m-_m37_2.6","2022-11-07","spine",0.3808181614,1,0,0,FALSE
"k-m-_m37_2.8","2022-11-07","body",1.1923050322,1,0,0,FALSE
"k-m-_m37_2.8","2022-11-07","spine",0.3825600426,1,0,0,FALSE
"k-m-_m37_2.9","2022-11-07","body",1.0961896288,1,0,0,FALSE
"k-m-_m37_2.9","2022-11-07","spine",0.3614761376,1,0,0,FALSE
"k-m-_m37_5.3","2022-12-11","body",0.9023085078,1,0,0,FALSE
"k-m-_m37_5.3","2022-12-11","spine",0.0218851734,1,0,0,FALSE
"k-m-_m37_5.3","2022-12-18","body",1.2761084714,1,0,0,FALSE
"k-m-_m37_5.3","2022-12-18","spine",0.016363696,1,0,0,FALSE
"k-m-_m37_6.1","2022-12-12","body",1.1415961928,1,0,0,FALSE
"k-m-_m37_6.1","2022-12-12","spine",0.3617894212,1,0,0,FALSE
"k-m-_m37_6.1","2022-12-19","body",1.4604997714,1,0,0,FALSE
"k-m-_m37_6.1","2022-12-19","spine",0.411704155,1,0,0,FALSE
"k-m-_m37_6.2","2022-12-12","body",0.950873892,1,0,0,FALSE
"k-m-_m37_6.2","2022-12-12","spine",0.3917328462,1,0,0,FALSE
"k-m-_m37_6.2","2022-12-19","body",1.415558002,1,0,0,FALSE
"k-m-_m37_6.2","2022-12-19","spine",0.4127987426,1,0,0,FALSE
"k-m-_w2_1.1","2022-11-03","body",1.0703654234,1,0,0,FALSE
"k-m-_w2_1.1","2022-11-03","spine",0.2633887798,1,0,0,FALSE
"k-m-_w2_1.1","2022-11-09","body",1.3548852506,1,0,0,FALSE
"k-m-_w2_1.1","2022-11-09","spine",0.3384637122,1,0,0,FALSE
"k-m-_w2_1.2","2022-11-03","body",0.9698318424,1,0,0,FALSE
"k-m-_w2_1.2","2022-11-03","spine",0.3635444342,1,0,0,FALSE
"k-m-_w2_1.3","2022-11-03","body",0.9515516656,1,0,0,FALSE
"k-m-_w2_1.3","2022-11-03","spine",0.34365184,1,0,0,FALSE
"k-m-_w2_1.4","2022-11-03","body",0.8297901362,1,0,0,FALSE
"k-m-_w2_1.4","2022-11-03","spine",0.3205244288,1,0,0,FALSE
"k-m-_w2_1.4","2022-11-09","body",1.3933358468,1,0,0,FALSE
"k-m-_w2_1.4","2022-11-09","spine",0.3815263134,1,0,0,FALSE
"k-m-_w2_1.5","2022-11-03","body",1.226199097,1,0,0,FALSE
"k-m-_w2_1.5","2022-11-03","spine",0.4129779904,1,0,0,FALSE
"k-m-_w2_1.5","2022-11-09","body",1.3366442152,1,0,0,FALSE
"k-m-_w2_1.5","2022-11-09","spine",0.35490277,1,0,0,FALSE
"k-m-_w2_2.1","2022-11-07","body",1.2720267422,1,0,0,FALSE
"k-m-_w2_2.1","2022-11-07","spine",0.4622716688,1,0,0,FALSE
"k-m-_w2_4","2022-11-03","body",0.9650003052,1,0,0,FALSE
"k-m-_w2_4","2022-11-03","spine",0.3502556114,1,0,0,FALSE
"k-m-_w2_4.1","2022-12-06","body",0.909801584,1,0,0,FALSE
"k-m-_w2_4.1","2022-12-06","spine",0.3575471132,1,0,0,FALSE
"k-m-_w2_4.1","2022-12-13","body",0.9815738306,1,0,0,FALSE
"k-m-_w2_4.1","2022-12-13","spine",0.1920091664,1,0,0,FALSE
"k-m-_w2_4.2","2022-12-06","body",1.1957100292,1,0,0,FALSE
"k-m-_w2_4.2","2022-12-06","spine",0.3778901256,1,0,0,FALSE
"k-m-_w2_4.2","2022-12-13","body",1.4801063108,1,0,0,FALSE
"k-m-_w2_4.2","2022-12-13","spine",0.4132924932,1,0,0,FALSE
"k-m-_w2_4.3","2022-12-06","body",0.9320887886,1,0,0,FALSE
"k-m-_w2_4.3","2022-12-06","spine",0.1586649608,1,0,0,FALSE
"k-m-_w2_4.3","2022-12-13","body",1.213734428,1,0,0,FALSE
"k-m-_w2_4.3","2022-12-13","spine",0.0644418828,1,0,0,FALSE
"k-m-_w2_5.1","2022-12-18","body",0.9449705002,1,0,0,FALSE
"k-m-_w2_5.1","2022-12-18","spine",0.024197056,1,0,0,FALSE
"k-m-_w2_6.1","2022-12-12","body",0.8976879176,1,0,0,FALSE
"k-m-_w2_6.1","2022-12-12","spine",0.1171983178,1,0,0,FALSE
"k-m-_w2_6.1","2022-12-19","body",1.287378299,1,0,0,FALSE
"k-m-_w2_6.1","2022-12-19","spine",0.2181491192,1,0,0,FALSE
