"date","ref","plate","duration_feeding","feedingRate","body","spine","treatment","clone","kairomone","metsch","block","rep","day","assay","r1","fate","day_fate","infectionFate","day_infection"
"2022-11-07","k+m-_w2_2.1"," 1","7.480556"," 0.445072109","1.2474359","0.41108800","k+m-","w2","TRUE","FALSE"," 2"," 1","  7"," 1","0.17750216","alive","21","FALSE","NULL"
"2022-11-09","k-m-_c1_1.7"," 1","7.828889"," 0.110575099","1.5767465","0.45725827","k-m-","c1","FALSE","FALSE"," 1"," 7"," 14"," 2","0.16889508","dead","16","FALSE","NULL"
"2022-12-06","k+m-_w2_4.2"," 1",NA,NA,NA,NA,"k+m-","w2","TRUE","FALSE"," 4"," 2","  7"," 1","0.00000000","dead"," 7","FALSE","NULL"
"2022-12-11","k+m-_w2_5.1"," 1","7.150000"," 0.170356467","1.2394868","0.43657477","k+m-","w2","TRUE","FALSE"," 5"," 1","  7"," 1","0.14478070","alive","21","FALSE","NULL"
"2022-12-12","k-m-_m37_6.2"," 1","7.106389"," 0.283437525","0.9508739","0.39173285","k-m-","m37","FALSE","FALSE"," 6"," 2","  7"," 1","0.08532188","alive","21","FALSE","NULL"
"2022-12-13","k-m+_w2_4.1"," 1","6.686667"," 0.189558882","1.5033977","0.24836026","k-m+","w2","FALSE","TRUE"," 4"," 1"," 14"," 2","0.15798098","alive","21","FALSE","NULL"
"2022-12-18","k-m+_m37_5.4"," 1","7.013333","-0.090954949","1.4409649","0.33899478","k-m+","m37","FALSE","TRUE"," 5"," 4"," 14"," 2","0.12888175","alive","21","FALSE","NULL"
"2022-12-19","k+m-_c1_6.5"," 1","6.651389"," 0.153024723","1.2453642","0.38578472","k+m-","c1","TRUE","FALSE"," 6"," 5"," 14"," 2","0.10919221","alive","21","FALSE","NULL"
"2022-11-07","k+m-_c1_2.6"," 1","7.805278"," 0.357285738","1.1487884",NA,"k+m-","c1","TRUE","FALSE"," 2"," 6","  7"," 1","0.13218080","alive","21","FALSE","NULL"
"2022-12-06","k-m+_w2_4.1"," 1","7.518056"," 0.286595201","1.2182748","0.40443950","k-m+","w2","FALSE","TRUE"," 4"," 1","  7"," 1","0.15798098","alive","21","FALSE","NULL"
"2022-12-12","k-m-_m37_6.1"," 1","7.060833"," 0.517962629","1.1415962","0.36178942","k-m-","m37","FALSE","FALSE"," 6"," 1","  7"," 1","0.09901781","alive","21","FALSE","NULL"
"2022-12-13","k-m-_w2_4.1"," 1","6.651667"," 0.461332696","0.9815738","0.19200917","k-m-","w2","FALSE","FALSE"," 4"," 1"," 14"," 2","0.00000000","alive","21","FALSE","NULL"
"2022-12-19","k+m-_c1_6.3"," 1","6.621389"," 0.397049694","1.3777223","0.09975052","k+m-","c1","TRUE","FALSE"," 6"," 3"," 14"," 2","0.11849610","alive","21","FALSE","NULL"
"2022-11-03","k+m+_w2_1.1"," 1","8.994444"," 0.150699126","1.0810951","0.41399079","k+m+","w2","TRUE","TRUE"," 1"," 1","  8"," 1","0.11957374","alive","21","FALSE","NULL"
"2022-11-09","k-m-_c1_1.4"," 1","7.799167"," 0.342041894","1.4205666","0.51238150","k-m-","c1","FALSE","FALSE"," 1"," 4"," 14"," 2","0.14346062","alive","21","FALSE","NULL"
"2022-12-06","k-m+_w2_4.3"," 1","7.492778"," 0.136051063","1.1775362","0.42439318","k-m+","w2","FALSE","TRUE"," 4"," 3","  7"," 1","0.08167490","alive","21","FALSE","NULL"
"2022-12-11","k-m+_c1_5.2"," 1",NA,NA,NA,NA,"k-m+","c1","FALSE","TRUE"," 5"," 2","  7"," 1","0.00000000","dead"," 7","FALSE","NULL"
"2022-12-12","k-m-_c1_6.4"," 1",NA,NA,NA,NA,"k-m-","c1","FALSE","FALSE"," 6"," 4","  7"," 1","0.00000000","dead"," 7","FALSE","NULL"
"2022-12-13","k+m-_c1_4.1"," 1","6.621944"," 0.253689430","1.3220428","0.43097140","k+m-","c1","TRUE","FALSE"," 4"," 1"," 14"," 2","0.11066954","alive","21","FALSE","NULL"
"2022-12-18","k+m-_m37_5.3"," 1","6.980833","-0.080851824","1.4366321","0.39312426","k+m-","m37","TRUE","FALSE"," 5"," 3"," 14"," 2","0.11355998","alive","21","FALSE","NULL"
"2022-12-19","k+m-_m37_6.2"," 1","6.590278"," 0.388349904","1.3872442","0.19761992","k+m-","m37","TRUE","FALSE"," 6"," 2"," 14"," 2","0.12619801","alive","21","FALSE","NULL"
"2022-11-07","k+m-_m37_2.9"," 1","7.782500"," 0.196179685","1.1062386","0.42441835","k+m-","m37","TRUE","FALSE"," 2"," 9","  7"," 1","0.00000000","dead"," 7","FALSE","NULL"
"2022-11-09","k-m+_m37_1.2"," 1","7.768889"," 0.013270070","1.3967206","0.34465001","k-m+","m37","FALSE","TRUE"," 1"," 2"," 14"," 2","0.18018163","alive","21","FALSE","NULL"
"2022-12-06","k-m+_c1_4.6"," 1",NA,NA,NA,NA,"k-m+","c1","FALSE","TRUE"," 4"," 6","  7"," 1","0.00000000","dead"," 7","FALSE","NULL"
"2022-12-11","k-m+_m37_5.2"," 1","7.104722"," 0.041604445","1.1509102","0.42598777","k-m+","m37","FALSE","TRUE"," 5"," 2","  7"," 1","0.10259474","alive","21","FALSE","NULL"
"2022-12-12","k+m-_m37_6.1"," 1","7.018889"," 0.170551160","0.9147368","0.37085514","k+m-","m37","TRUE","FALSE"," 6"," 1","  7"," 1","0.14360274","alive","21","FALSE","NULL"
"2022-12-13","k+m+_c1_4.1"," 1","6.593889"," 0.239253034","1.2785864","0.42689361","k+m+","c1","TRUE","TRUE"," 4"," 1"," 14"," 2","0.00000000","alive","21","FALSE","NULL"
"2022-12-18","k-m-_w2_5.1"," 1","6.928333"," 0.226106053","0.9449705","0.02419706","k-m-","w2","FALSE","FALSE"," 5"," 1"," 14"," 2","0.00000000","alive","21","FALSE","NULL"
"2022-12-19","k-m+_c1_6.3"," 1","6.566944"," 0.474396108","1.3076086","0.01166795","k-m+","c1","FALSE","TRUE"," 6"," 3"," 14"," 2","0.09847316","alive","21","FALSE","NULL"
"2022-11-03","k+m-_c1_1.9"," 1",NA,NA,NA,NA,"k+m-","c1","TRUE","FALSE"," 1"," 9","  8"," 1","0.00000000","dead"," 8","FALSE","NULL"
"2022-11-07","k+m+_m37_2.6"," 1","7.760000"," 0.472540879","1.1531716","0.34395799","k+m+","m37","TRUE","TRUE"," 2"," 6","  7"," 1","0.14927598","lost","21","FALSE","NULL"
"2022-11-09","k+m+_w2_1.1"," 1","7.733056"," 0.486674002","1.3729049","0.32889810","k+m+","w2","TRUE","TRUE"," 1"," 1"," 14"," 2","0.11957374","alive","21","FALSE","NULL"
"2022-12-06","k-m-_w2_4.2"," 1","7.452222"," 0.032810476","1.1957100","0.37789013","k-m-","w2","FALSE","FALSE"," 4"," 2","  7"," 1","0.15949986","alive","21","FALSE","NULL"
"2022-12-11","k-m+_m37_5.3"," 1","7.083333"," 0.092027266","1.2443813","0.46776292","k-m+","m37","FALSE","TRUE"," 5"," 3","  7"," 1","0.09858842","alive","21","FALSE","NULL"
"2022-12-12","k-m+_c1_6.1"," 1","6.986389"," 0.048525143","1.1101129","0.36082442","k-m+","c1","FALSE","TRUE"," 6"," 1","  7"," 1","0.10964691","alive","21","FALSE","NULL"
"2022-12-13","k+m+_c1_4.6"," 1","6.555556"," 0.319912674","1.2573290","0.36806739","k+m+","c1","TRUE","TRUE"," 4"," 6"," 14"," 2","0.08664340","alive","21","FALSE","NULL"
"2022-12-19","k-m+_c1_6.4"," 1","6.540556"," 0.197554673","1.3716231","0.38145303","k-m+","c1","FALSE","TRUE"," 6"," 4"," 14"," 2","0.08154673","alive","21","TRUE","21"
"2022-11-03","k+m-_w2_1.5"," 1","8.941944"," 0.095641584","0.9888541","0.37019735","k+m-","w2","TRUE","FALSE"," 1"," 5","  8"," 1","0.13811512","alive","21","FALSE","NULL"
"2022-11-07","k-m-_m37_2.8"," 1","7.733056"," 0.259497289","1.1923050","0.38256004","k-m-","m37","FALSE","FALSE"," 2"," 8","  7"," 1","0.17491023","alive","21","FALSE","NULL"
"2022-11-09","k-m-_c1_1.9"," 1","7.702778"," 0.313660372","1.3199911","0.23487416","k-m-","c1","FALSE","FALSE"," 1"," 9"," 14"," 2","0.07786739","alive","21","FALSE","NULL"
"2022-12-06","k-m+_c1_4.1"," 1","7.428889"," 0.085689600","0.8892630","0.32502174","k-m+","c1","FALSE","TRUE"," 4"," 1","  7"," 1","0.00000000","dead","12","FALSE","NULL"
"2022-12-11","k-m-_c1_5.1"," 1","7.056111"," 0.017678540","0.9367170","0.36168030","k-m-","c1","FALSE","FALSE"," 5"," 1","  7"," 1","0.11849610","alive","21","FALSE","NULL"
"2022-12-12","k+m-_c1_6.2"," 1","6.952778"," 0.131193620","0.7973610","0.29576126","k+m-","c1","TRUE","FALSE"," 6"," 2","  7"," 1","0.06601402","alive","21","FALSE","NULL"
"2022-12-13","k+m+_w2_4.1"," 1","6.532778"," 0.270835339","1.4354410","0.46236415","k+m+","w2","TRUE","TRUE"," 4"," 1"," 14"," 2","0.15973432","alive","21","FALSE","NULL"
"2022-12-19","k+m-_w2_6.1"," 1","6.519167"," 0.260003889","1.2973583","0.16233145","k+m-","w2","TRUE","FALSE"," 6"," 1"," 14"," 2","0.12669468","alive","21","FALSE","NULL"
"2022-11-03","k-m+_w2_1.1"," 1","8.916389","-0.118861394","0.8868073","0.33468650","k-m+","w2","FALSE","TRUE"," 1"," 1","  8"," 1","0.13441214","alive","21","FALSE","NULL"
"2022-11-09","k+m-_w2_1.4"," 1","7.669722"," 0.315619724","1.4571520","0.35388179","k+m-","w2","TRUE","FALSE"," 1"," 4"," 14"," 2","0.12493857","alive","21","FALSE","NULL"
"2022-12-06","k+m-_w2_4.3"," 1","7.389722"," 0.355039414","1.1575529","0.42008674","k+m-","w2","TRUE","FALSE"," 4"," 3","  7"," 1","0.17276384","alive","21","FALSE","NULL"
"2022-12-11","k-m+_m37_5.1"," 1","7.036389"," 0.077989735","1.2118718","0.43917299","k-m+","m37","FALSE","TRUE"," 5"," 1","  7"," 1","0.09467282","alive","21","FALSE","NULL"
"2022-12-12","k-m+_c1_6.3"," 1","6.926944"," 0.159761016","0.9709403","0.01411049","k-m+","c1","FALSE","TRUE"," 6"," 3","  7"," 1","0.09847316","alive","21","FALSE","NULL"
"2022-12-19","k+m-_c1_6.2"," 1","6.496944"," 0.212638941","1.3136764","0.35531961","k+m-","c1","TRUE","FALSE"," 6"," 2"," 14"," 2","0.06601402","alive","21","FALSE","NULL"
"2022-11-03","k+m+_w2_1.5"," 1","8.892778","-0.134206387","1.1034140","0.38884842","k+m+","w2","TRUE","TRUE"," 1"," 5","  8"," 1","0.10624497","alive","21","FALSE","NULL"
"2022-11-07","k+m-_m37_2.7"," 1","8.032500"," 0.249211546","1.3040210","0.42436606","k+m-","m37","TRUE","FALSE"," 2"," 7","  7"," 1","0.18741845","alive","21","FALSE","NULL"
"2022-11-09","k-m+_c1_1.4"," 1","7.643056"," 0.075969356","1.3587163","0.43677063","k-m+","c1","FALSE","TRUE"," 1"," 4"," 14"," 2","0.15111354","alive","21","FALSE","NULL"
"2022-12-06","k+m-_c1_4.1"," 1","7.365278"," 0.083762719","0.9203447","0.37380875","k+m-","c1","TRUE","FALSE"," 4"," 1","  7"," 1","0.11066954","alive","21","FALSE","NULL"
"2022-12-12","k+m+_m37_6.2"," 1","6.906667","-0.026896311","1.0896069","0.43598888","k+m+","m37","TRUE","TRUE"," 6"," 2","  7"," 1","0.05231487","alive","21","FALSE","NULL"
"2022-12-19","k-m-_c1_6.3"," 1","6.474722"," 0.136767871","1.2345089","0.35405837","k-m-","c1","FALSE","FALSE"," 6"," 3"," 14"," 2","0.08589701","alive","21","FALSE","NULL"
"2022-11-03","k+m+_c1_1.10"," 1","8.795000","-0.149822942","0.8780464","0.36833094","k+m+","c1","TRUE","TRUE"," 1","10","  8"," 1","0.13207660","alive","21","FALSE","NULL"
"2022-11-07","k-m+_w2_2.1"," 1","8.008056"," 0.464593569","1.2282134","0.37150205","k-m+","w2","FALSE","TRUE"," 2"," 1","  7"," 1","0.18741845","alive","21","FALSE","NULL"
"2022-11-09","k-m-_m37_1.1"," 1","7.601667"," 0.178413734","1.3174575","0.36745080","k-m-","m37","FALSE","FALSE"," 1"," 1"," 14"," 2","0.16525479","alive","21","FALSE","NULL"
"2022-12-06","k+m+_c1_4.5"," 1",NA,NA,NA,NA,"k+m+","c1","TRUE","TRUE"," 4"," 5","  7"," 1","0.00000000","dead"," 7","FALSE","NULL"
"2022-12-11","k-m-_m37_5.4"," 1",NA,NA,NA,NA,"k-m-","m37","FALSE","FALSE"," 5"," 4","  7"," 1","0.00000000","dead"," 7","FALSE","NULL"
"2022-12-12","k-m+_c1_6.4"," 1","6.881667"," 0.176353873","0.9064602","0.32518741","k-m+","c1","FALSE","TRUE"," 6"," 4","  7"," 1","0.08154673","alive","21","TRUE","21"
"2022-11-03","k-m+_m37_1.3"," 1","8.759444"," 0.028721638","1.0720060","0.04428602","k-m+","m37","FALSE","TRUE"," 1"," 3","  8"," 1","0.12710312","alive","21","TRUE","21"
"2022-11-07","k-m+_m37_2.6"," 1","7.707778"," 0.226504421","0.8765635","0.09207269","k-m+","m37","FALSE","TRUE"," 2"," 6","  7"," 1","0.00000000","lost"," 7","FALSE","NULL"
"2022-11-09","k+m-_m37_1.1"," 1","7.573333"," 0.345111924","1.3543607","0.36572073","k+m-","m37","TRUE","FALSE"," 1"," 1"," 14"," 2","0.07082134","alive","21","FALSE","NULL"
"2022-12-06","k+m-_w2_4.1"," 1","7.318056"," 0.154394651","1.1054920","0.25870129","k+m-","w2","TRUE","FALSE"," 4"," 1","  7"," 1","0.09447216","alive","21","FALSE","NULL"
"2022-12-11","k+m+_c1_5.3"," 1",NA,NA,NA,NA,"k+m+","c1","TRUE","TRUE"," 5"," 3","  7"," 1","0.00000000","dead"," 7","FALSE","NULL"
"2022-12-12","k-m+_m37_6.1"," 1","6.862778"," 0.249108748","1.1202755","0.38360490","k-m+","m37","FALSE","TRUE"," 6"," 1","  7"," 1","0.11767068","alive","21","FALSE","NULL"
"2022-11-07","k-m+_c1_2.1"," 1","7.683611"," 0.639795865","1.2611025","0.45155642","k-m+","c1","FALSE","TRUE"," 2"," 1","  7"," 1","0.19037863","alive","21","FALSE","NULL"
"2022-11-09","k+m+_m37_1.1"," 1","7.546667"," 0.405518389","1.4195858","0.41293816","k+m+","m37","TRUE","TRUE"," 1"," 1"," 14"," 2","0.14391527","alive","21","TRUE","21"
"2022-12-06","k+m+_c1_4.1"," 1","7.289722","-0.054412576","0.8772436","0.30170711","k+m+","c1","TRUE","TRUE"," 4"," 1","  7"," 1","0.00000000","alive","21","FALSE","NULL"
"2022-12-11","k+m+_m37_5.3"," 1","6.982500"," 0.241777114","1.1634083","0.40745527","k+m+","m37","TRUE","TRUE"," 5"," 3","  7"," 1","0.00000000","lost"," 9","FALSE","NULL"
"2022-12-12","k-m+_w2_6.1"," 1","6.830278"," 0.177680705","0.8301924","0.22815967","k-m+","w2","FALSE","TRUE"," 6"," 1","  7"," 1","0.00000000","alive","21","FALSE","NULL"
"2022-11-07","k-m-_c1_2.10"," 1","7.656389"," 0.356100244","1.2757166","0.40005236","k-m-","c1","FALSE","FALSE"," 2","10","  7"," 1","0.17228353","alive","21","FALSE","NULL"
"2022-11-09","k+m-_m37_1.2"," 1","7.515556"," 0.347765062","1.4097152","0.36316082","k+m-","m37","TRUE","FALSE"," 1"," 2"," 14"," 2","0.13392349","alive","21","FALSE","NULL"
"2022-12-06","k+m+_w2_4.3"," 1","7.252500","-0.107296825","0.8287616","0.19695761","k+m+","w2","TRUE","TRUE"," 4"," 3","  7"," 1","0.00000000","lost"," 7","FALSE","NULL"
"2022-11-07","k-m-_m37_2.4"," 1","7.635000","-0.014799679","1.2069845","0.42412204","k-m-","m37","FALSE","FALSE"," 2"," 4","  7"," 1","0.18139616","alive","21","FALSE","NULL"
"2022-11-09","k+m-_c1_1.13"," 1","7.474722"," 0.273678619","1.4252258","0.42021536","k+m-","c1","TRUE","FALSE"," 1","13"," 14"," 2","0.16238515","alive","21","FALSE","NULL"
"2022-12-06","k-m-_c1_4.4"," 1","7.197778","-0.170333575","0.6793466","0.20920923","k-m-","c1","FALSE","FALSE"," 4"," 4","  7"," 1","0.00000000","dead","16","FALSE","NULL"
"2022-11-07","k-m+_w2_2.2"," 1","7.611389"," 0.408067879","1.2882129","0.25640833","k-m+","w2","FALSE","TRUE"," 2"," 2","  7"," 1","0.17999528","dead","21","FALSE","NULL"
"2022-11-09","k-m+_c1_1.7"," 1","7.422222"," 0.078229672","1.2774044","0.47157937","k-m+","c1","FALSE","TRUE"," 1"," 7"," 14"," 2","0.14391527","dead","21","FALSE","NULL"
"2022-11-07","k-m-_m37_2.3"," 1","7.575278","-0.072951356","0.8095294","0.09704700","k-m-","m37","FALSE","FALSE"," 2"," 3","  7"," 1","0.00000000","alive","21","FALSE","NULL"
"2022-11-09","k-m-_m37_1.2"," 1","7.393056"," 0.293605944","1.3758827","0.38824418","k-m-","m37","FALSE","FALSE"," 1"," 2"," 14"," 2","0.10058987","alive","21","FALSE","NULL"
"2022-11-07","k+m-_m37_2.1"," 1","7.531667"," 0.362523376","1.0670074","0.33767743","k+m-","m37","TRUE","FALSE"," 2"," 1","  7"," 1","0.13195119","alive","21","FALSE","NULL"
"2022-11-09","k+m+_w2_1.5"," 1","7.369444"," 0.390371451","1.4122009","0.26875717","k+m+","w2","TRUE","TRUE"," 1"," 5"," 14"," 2","0.10624497","alive","21","FALSE","NULL"
"2022-11-03","k-m+_c1_1.2"," 2","8.935278"," 0.308872359","1.1495805","0.45183179","k-m+","c1","FALSE","TRUE"," 1"," 2","  8"," 1","0.00000000","alive","21","FALSE","NULL"
"2022-11-07","k-m-_m37_2.2"," 2","7.103333"," 0.626570971","1.0079802","0.07134355","k-m-","m37","FALSE","FALSE"," 2"," 2","  7"," 1","0.00000000","dead","21","FALSE","NULL"
"2022-11-09","k-m+_w2_1.2"," 2","7.542778"," 0.383668915","1.2944968","0.34756291","k-m+","w2","FALSE","TRUE"," 1"," 2"," 14"," 2","0.08150958","alive","21","FALSE","NULL"
"2022-11-03","k-m-_w2_1.1"," 2","8.904444"," 0.383075262","1.0703654","0.26338878","k-m-","w2","FALSE","FALSE"," 1"," 1","  8"," 1","0.15267340","alive","21","FALSE","NULL"
"2022-11-07","k+m-_m37_2.2"," 2","7.082222"," 0.067652997","0.9950043","0.05190147","k+m-","m37","TRUE","FALSE"," 2"," 2","  7"," 1","0.00000000","lost","17","FALSE","NULL"
"2022-11-03","k-m-_w2_1.4"," 2","7.825000"," 0.060506224","0.8297901","0.32052443","k-m-","w2","FALSE","FALSE"," 1"," 4","  8"," 1","0.09901798","alive","21","FALSE","NULL"
"2022-11-03","k-m+_m37_1.2"," 2","8.859722"," 0.111567645","1.2217299","0.36491037","k-m+","m37","FALSE","TRUE"," 1"," 2","  8"," 1","0.18018163","alive","21","FALSE","NULL"
"2022-11-07","k+m-_c1_2.7"," 2","7.053611","-0.056878659","1.1798217","0.08066649","k+m-","c1","TRUE","FALSE"," 2"," 7","  7"," 1","0.15054195","alive","21","FALSE","NULL"
"2022-11-09","k+m+_c1_1.5"," 2","7.512222","-0.068987666",NA,NA,"k+m+","c1","TRUE","TRUE"," 1"," 5"," 14"," 2","0.05231487","alive","21","FALSE","NULL"
"2022-11-03","k+m-_c1_1.5"," 2","8.835000"," 0.198306835",NA,"0.83468390","k+m-","c1","TRUE","FALSE"," 1"," 5","  8"," 1","0.19334319","alive","21","FALSE","NULL"
"2022-11-07","k+m-_c1_2.3"," 2","7.032500","-0.222756929","1.2985281","0.41867343","k+m-","c1","TRUE","FALSE"," 2"," 3","  7"," 1","0.19339577","alive","21","FALSE","NULL"
"2022-11-09","k-m+_c1_1.5"," 2","7.483889"," 0.395871479","1.4707121","0.15391435","k-m+","c1","FALSE","TRUE"," 1"," 5"," 14"," 2","0.14054710","alive","21","FALSE","NULL"
"2022-11-03","k+m-_m37_1.1"," 2","8.815000"," 0.239715364","1.0803928","0.38509346","k+m-","m37","TRUE","FALSE"," 1"," 1","  8"," 1","0.07082134","alive","21","FALSE","NULL"
"2022-11-07","k+m+_m37_2.7"," 2","7.006944"," 0.027358453","1.2328505","0.39353716","k+m+","m37","TRUE","TRUE"," 2"," 7","  7"," 1","0.16272152","alive","21","FALSE","NULL"
"2022-11-09","k-m+_c1_1.1"," 2","7.457500"," 0.145107053","1.2595566","0.44762900","k-m+","c1","FALSE","TRUE"," 1"," 1"," 14"," 2","0.11946419","alive","21","FALSE","NULL"
"2022-11-03","k+m+_c1_1.5"," 2","8.787500"," 0.220945678","0.9679375","0.38295857","k+m+","c1","TRUE","TRUE"," 1"," 5","  8"," 1","0.05231487","alive","21","FALSE","NULL"
"2022-11-07","k-m-_c1_2.5"," 2","6.963056"," 0.154415462","1.0322060","0.34528277","k-m-","c1","FALSE","FALSE"," 2"," 5","  7"," 1","0.15913496","alive","21","FALSE","NULL"
"2022-11-09","k+m+_c1_1.2"," 2",NA,NA,NA,NA,"k+m+","c1","TRUE","TRUE"," 1"," 2"," 14"," 2","0.08664340","dead","17","FALSE","NULL"
"2022-11-03","k+m+_w2_1.2"," 2",NA,NA,NA,NA,"k+m+","w2","TRUE","TRUE"," 1"," 2","  8"," 1","0.00000000","dead"," 8","FALSE","NULL"
"2022-11-07","k+m-_m37_2.3"," 2","6.931389"," 0.008461680","0.9022210","0.14564393","k+m-","m37","TRUE","FALSE"," 2"," 3","  7"," 1","0.10510566","alive","21","FALSE","NULL"
"2022-11-03","k+m-_w2_1.3"," 2","8.745833"," 0.216663226","1.0122505","0.33343477","k+m-","w2","TRUE","FALSE"," 1"," 3","  8"," 1","0.15289053","alive","21","FALSE","NULL"
"2022-11-07","k+m+_w2_2.2"," 2","6.892500"," 0.046655222","1.2879933","0.39760235","k+m+","w2","TRUE","TRUE"," 2"," 2","  7"," 1","0.14756654","alive","21","FALSE","NULL"
"2022-11-09","k+m-_c1_1.10"," 2","7.407222"," 0.086698618","1.2910268","0.45258827","k+m-","c1","TRUE","FALSE"," 1","10"," 14"," 2","0.15054195","alive","21","FALSE","NULL"
"2022-11-03","k-m-_c1_1.7"," 2","8.723333"," 0.391028551","1.2870966","0.44043229","k-m-","c1","FALSE","FALSE"," 1"," 7","  8"," 1","0.16889508","dead","16","FALSE","NULL"
"2022-11-07","k-m-_c1_2.8"," 2","6.867778"," 0.704287614","1.2866416","0.39365939","k-m-","c1","FALSE","FALSE"," 2"," 8","  7"," 1","0.19330144","alive","21","FALSE","NULL"
"2022-11-09","k-m+_m37_1.3"," 2","7.374444"," 0.116095190","1.1068472","0.07657033","k-m+","m37","FALSE","TRUE"," 1"," 3"," 14"," 2","0.12710312","alive","21","TRUE","21"
"2022-11-03","k-m-_c1_1.10"," 2","8.703056"," 0.210820549","0.8736665","0.40213333","k-m-","c1","FALSE","FALSE"," 1","10","  8"," 1","0.00000000","missing","16","FALSE","NULL"
"2022-11-09","k+m-_c1_1.3"," 2","7.334722"," 0.265640292","1.4121567","0.49024543","k+m-","c1","TRUE","FALSE"," 1"," 3"," 14"," 2","0.16607831","alive","21","FALSE","NULL"
"2022-11-03","k+m+_c1_1.9"," 2",NA,NA,NA,NA,"k+m+","c1","TRUE","TRUE"," 1"," 9","  8"," 1","0.00000000","lost"," 8","FALSE","NULL"
"2022-11-07","k+m+_m37_2.2"," 2","6.831111","-0.450941275","1.1650506","0.35869923","k+m+","m37","TRUE","TRUE"," 2"," 2","  7"," 1","0.04951051","alive","21","FALSE","NULL"
"2022-11-09","k+m-_w2_1.3"," 2","7.288611"," 0.383803189","1.5326313","0.13954470","k+m-","w2","TRUE","FALSE"," 1"," 3"," 14"," 2","0.15289053","alive","21","FALSE","NULL"
"2022-11-03","k+m-_c1_1.1"," 2",NA,NA,NA,NA,"k+m-","c1","TRUE","FALSE"," 1"," 1","  8"," 1","0.00000000","lost"," 9","FALSE","NULL"
